timestep	potential_energy
550	-0.149773243
551	-0.149773243
552	-0.149773243
553	-0.149773243
554	-0.149773243
555	-0.149773243
556	-0.149773243
557	-0.149773243
558	-0.149773243
559	-0.149773243
560	-0.149773243
561	-0.149773243
562	-0.149773243
563	-0.149773243
564	-0.149773243
565	-0.149773243
566	-0.149773243
567	-0.149773243
568	-0.149773243
569	-0.149773243
570	-0.149773243
571	-0.149773243
572	-0.149773243
573	-0.149773243
574	-0.149773243
575	-0.149773243
576	-0.149773243
577	-0.149773243
578	-0.149773243
579	-0.149773243
580	-0.149773243
581	-0.149773243
582	-0.149773243
583	-0.149773243
584	-0.149773243
585	-0.149773243
586	-0.149773243
587	-0.149773243
588	-0.149773243
589	-0.149773243
590	-0.149773243
591	-0.149773243
592	-0.149773243
593	-0.149773243
594	-0.149773243
595	-0.149773243
596	-0.149773243
597	-0.149773243
598	-0.149773243
599	-0.149773243
600	-0.149773243
601	-0.149773243
602	-0.149773243
603	-0.149773243
604	-0.149773243
605	-0.149773243
606	-0.149773243
607	-0.149773243
608	-0.149773243
609	-0.149773243
610	-0.149773243
611	-0.149773243
612	-0.149773243
613	-0.149773243
614	-0.149773243
615	-0.149773243
616	-0.149773243
617	-0.149773243
618	-0.149773243
619	-0.149773243
620	-0.149773243
621	-0.149773243
622	-0.149773243
623	-0.149773243
624	-0.149773243
625	-0.149773243
626	-0.149773243
627	-0.149773243
628	-0.149773243
629	-0.149773243
630	-0.149773243
631	-0.149773243
632	-0.149773243
633	-0.149773243
634	-0.149773243
635	-0.149773243
636	-0.149773243
637	-0.149773243
638	-0.149773243
639	-0.149773243
640	-0.149773243
641	-0.149773243
642	-0.149773243
643	-0.149773243
644	-0.149773243
645	-0.149773243
646	-0.149773243
647	-0.149773243
648	-0.149773243
649	-0.149773243
650	-0.149773243
651	-0.149773243
652	-0.149773243
653	-0.149773243
654	-0.149773243
655	-0.149773243
656	-0.149773243
657	-0.149773243
658	-0.149773243
659	-0.149773243
660	-0.149773243
661	-0.149773243
662	-0.149773243
663	-0.149773243
664	-0.149773243
665	-0.149773243
666	-0.149773243
667	-0.149773243
668	-0.149773243
669	-0.149773243
670	-0.149773243
671	-0.149773243
672	-0.149773243
673	-0.149773243
674	-0.149773243
675	-0.149773243
676	-0.149773243
677	-0.149773243
678	-0.149773243
679	-0.149773243
680	-0.149773243
681	-0.149773243
682	-0.149773243
683	-0.149773243
684	-0.149773243
685	-0.149773243
686	-0.149773243
687	-0.149773243
688	-0.149773243
689	-0.149773243
690	-0.149773243
691	-0.149773243
692	-0.149773243
693	-0.149773243
694	-0.149773243
695	-0.149773243
696	-0.149773243
697	-0.149773243
698	-0.149773243
699	-0.149773243
700	-0.149773243
701	-0.149773243
702	-0.149773243
703	-0.149773243
704	-0.149773243
705	-0.149773243
706	-0.149773243
707	-0.149773243
708	-0.149773243
709	-0.149773243
710	-0.149773243
711	-0.149773243
712	-0.149773243
713	-0.149773243
714	-0.149773243
715	-0.149773243
716	-0.149773243
717	-0.149773243
718	-0.149773243
719	-0.149773243
720	-0.149773243
721	-0.149773243
722	-0.149773243
723	-0.149773243
724	-0.149773243
725	-0.149773243
726	-0.149773243
727	-0.149773243
728	-0.149773243
729	-0.149773243
730	-0.149773243
731	-0.149773243
732	-0.149773243
733	-0.149773243
734	-0.149773243
735	-0.149773243
736	-0.149773243
737	-0.149773243
738	-0.149773243
739	-0.149773243
740	-0.149773243
741	-0.149773243
742	-0.149773243
743	-0.149773243
744	-0.149773243
745	-0.149773243
746	-0.149773243
747	-0.149773243
748	-0.149773243
749	-0.149773243
750	-0.149773243
751	-0.149773243
752	-0.149773243
753	-0.149773243
754	-0.149773243
755	-0.149773243
756	-0.149773243
757	-0.149773243
758	-0.149773243
759	-0.149773243
760	-0.149773243
761	-0.149773243
762	-0.149773243
763	-0.149773243
764	-0.149773243
765	-0.149773243
766	-0.149773243
767	-0.149773243
768	-0.149773243
769	-0.149773243
770	-0.149773243
771	-0.149773243
772	-0.149773243
773	-0.149773243
774	-0.149773243
775	-0.149773243
776	-0.149773243
777	-0.149773243
778	-0.149773243
779	-0.149773243
780	-0.149773243
781	-0.149773243
782	-0.149773243
783	-0.149773243
784	-0.149773243
785	-0.149773243
786	-0.149773243
787	-0.149773243
788	-0.149773243
789	-0.149773243
790	-0.149773243
791	-0.149773243
792	-0.149773243
793	-0.149773243
794	-0.149773243
795	-0.149773243
796	-0.149773243
797	-0.149773243
798	-0.149773243
799	-0.149773243
800	-0.149773243
801	-0.149773243
802	-0.149773243
803	-0.149773243
804	-0.149773243
805	-0.149773243
806	-0.149773243
807	-0.149773243
808	-0.149773243
809	-0.149773243
810	-0.149773243
811	-0.149773243
812	-0.149773243
813	-0.149773243
814	-0.149773243
815	-0.149773243
816	-0.149773243
817	-0.149773243
818	-0.149773243
819	-0.149773243
820	-0.149773243
821	-0.149773243
822	-0.149773243
823	-0.149773243
824	-0.149773243
825	-0.149773243
826	-0.149773243
827	-0.149773243
828	-0.149773243
829	-0.149773243
830	-0.149773243
831	-0.149773243
832	-0.149773243
833	-0.149773243
834	-0.149773243
835	-0.149773243
836	-0.149773243
837	-0.149773243
838	-0.149773243
839	-0.149773243
840	-0.149773243
841	-0.149773243
842	-0.149773243
843	-0.149773243
844	-0.149773243
845	-0.149773243
846	-0.149773243
847	-0.149773243
848	-0.149773243
849	-0.149773243
850	-0.149773243
851	-0.149773243
852	-0.149773243
853	-0.149773243
854	-0.149773243
855	-0.149773243
856	-0.149773243
857	-0.149773243
858	-0.149773243
859	-0.149773243
860	-0.149773243
861	-0.149773243
862	-0.149773243
863	-0.149773243
864	-0.149773243
865	-0.149773243
866	-0.149773243
867	-0.149773243
868	-0.149773243
869	-0.149773243
870	-0.149773243
871	-0.149773243
872	-0.149773243
873	-0.149773243
874	-0.149773243
875	-0.149773243
876	-0.149773243
877	-0.149773243
878	-0.149773243
879	-0.149773243
880	-0.149773243
881	-0.149773243
882	-0.149773243
883	-0.149773243
884	-0.149773243
885	-0.149773243
886	-0.149773243
887	-0.149773243
888	-0.149773243
889	-0.149773243
890	-0.149773243
891	-0.149773243
892	-0.149773243
893	-0.149773243
894	-0.149773243
895	-0.149773243
896	-0.149773243
897	-0.149773243
898	-0.149773243
899	-0.149773243
900	-0.149773243
901	-0.149773243
902	-0.149773243
903	-0.149773243
904	-0.149773243
905	-0.149773243
906	-0.149773243
907	-0.149773243
908	-0.149773243
909	-0.149773243
910	-0.149773243
911	-0.149773243
912	-0.149773243
913	-0.149773243
914	-0.149773243
915	-0.149773243
916	-0.149773243
917	-0.149773243
918	-0.149773243
919	-0.149773243
920	-0.149773243
921	-0.149773243
922	-0.149773243
923	-0.149773243
924	-0.149773243
925	-0.149773243
926	-0.149773243
927	-0.149773243
928	-0.149773243
929	-0.149773243
930	-0.149773243
931	-0.149773243
932	-0.149773243
933	-0.149773243
934	-0.149773243
935	-0.149773243
936	-0.149773243
937	-0.149773243
938	-0.149773243
939	-0.149773243
940	-0.149773243
941	-0.149773243
942	-0.149773243
943	-0.149773243
944	-0.149773243
945	-0.149773243
946	-0.149773243
947	-0.149773243
948	-0.149773243
949	-0.149773243
950	-0.149773243
951	-0.149773243
952	-0.149773243
953	-0.149773243
954	-0.149773243
955	-0.149773243
956	-0.149773243
957	-0.149773243
958	-0.149773243
959	-0.149773243
960	-0.149773243
961	-0.149773243
962	-0.149773243
963	-0.149773243
964	-0.149773243
965	-0.149773243
966	-0.149773243
967	-0.149773243
968	-0.149773243
969	-0.149773243
970	-0.149773243
971	-0.149773243
972	-0.149773243
973	-0.149773243
974	-0.149773243
975	-0.149773243
976	-0.149773243
977	-0.149773243
978	-0.149773243
979	-0.149773243
980	-0.149773243
981	-0.149773243
982	-0.149773243
983	-0.149773243
984	-0.149773243
985	-0.149773243
986	-0.149773243
987	-0.149773243
988	-0.149773243
989	-0.149773243
990	-0.149773243
991	-0.149773243
992	-0.149773243
993	-0.149773243
994	-0.149773243
995	-0.149773243
996	-0.149773243
997	-0.149773243
998	-0.149773243
999	-0.149773243
1000	-0.149773243
1001	-0.149773243
1002	-0.149773243
1003	-0.149773243
1004	-0.149773243
1005	-0.149773243
1006	-0.149773243
1007	-0.149773243
1008	-0.149773243
1009	-0.149773243
1010	-0.149773243
1011	-0.149773243
1012	-0.149773243
1013	-0.149773243
1014	-0.149773243
1015	-0.149773243
1016	-0.149773243
1017	-0.149773243
1018	-0.149773243
1019	-0.149773243
1020	-0.149773243
1021	-0.149773243
1022	-0.149773243
1023	-0.149773243
1024	-0.149773243
1025	-0.149773243
1026	-0.149773243
1027	-0.149773243
1028	-0.149773243
1029	-0.149773243
1030	-0.149773243
1031	-0.149773243
1032	-0.149773243
1033	-0.149773243
1034	-0.149773243
1035	-0.149773243
1036	-0.149773243
1037	-0.149773243
1038	-0.149773243
1039	-0.149773243
1040	-0.149773243
1041	-0.149773243
1042	-0.149773243
1043	-0.149773243
1044	-0.149773243
1045	-0.149773243
1046	-0.149773243
1047	-0.149773243
1048	-0.149773243
1049	-0.149773243
1050	-0.149773243
1051	-0.149773243
1052	-0.149773243
1053	-0.149773243
1054	-0.149773243
1055	-0.149773243
1056	-0.149773243
1057	-0.149773243
1058	-0.149773243
1059	-0.149773243
1060	-0.149773243
1061	-0.149773243
1062	-0.149773243
1063	-0.149773243
1064	-0.149773243
1065	-0.149773243
1066	-0.149773243
1067	-0.149773243
1068	-0.149773243
1069	-0.149773243
1070	-0.149773243
1071	-0.149773243
1072	-0.149773243
1073	-0.149773243
1074	-0.149773243
1075	-0.149773243
1076	-0.149773243
1077	-0.149773243
1078	-0.149773243
1079	-0.149773243
1080	-0.149773243
1081	-0.149773243
1082	-0.149773243
1083	-0.149773243
1084	-0.149773243
1085	-0.149773243
1086	-0.149773243
1087	-0.149773243
1088	-0.149773243
1089	-0.149773243
1090	-0.149773243
1091	-0.149773243
1092	-0.149773243
1093	-0.149773243
1094	-0.149773243
1095	-0.149773243
1096	-0.149773243
1097	-0.149773243
1098	-0.149773243
1099	-0.149773243
1100	-0.149773243
1101	-0.149773243
1102	-0.149773243
1103	-0.149773243
1104	-0.149773243
1105	-0.149773243
1106	-0.149773243
1107	-0.149773243
1108	-0.149773243
1109	-0.149773243
1110	-0.149773243
1111	-0.149773243
1112	-0.149773243
1113	-0.149773243
1114	-0.149773243
1115	-0.149773243
1116	-0.149773243
1117	-0.149773243
1118	-0.149773243
1119	-0.149773243
1120	-0.149773243
1121	-0.149773243
1122	-0.149773243
1123	-0.149773243
1124	-0.149773243
1125	-0.149773243
1126	-0.149773243
1127	-0.149773243
1128	-0.149773243
1129	-0.149773243
1130	-0.149773243
1131	-0.149773243
1132	-0.149773243
1133	-0.149773243
1134	-0.149773243
1135	-0.149773243
1136	-0.149773243
1137	-0.149773243
1138	-0.149773243
1139	-0.149773243
1140	-0.149773243
1141	-0.149773243
1142	-0.149773243
1143	-0.149773243
1144	-0.149773243
1145	-0.149773243
1146	-0.149773243
1147	-0.149773243
1148	-0.149773243
1149	-0.149773243
1150	-0.149773243
1151	-0.149773243
1152	-0.149773243
1153	-0.149773243
1154	-0.149773243
1155	-0.149773243
1156	-0.149773243
1157	-0.149773243
1158	-0.149773243
1159	-0.149773243
1160	-0.149773243
1161	-0.149773243
1162	-0.149773243
1163	-0.149773243
1164	-0.149773243
1165	-0.149773243
1166	-0.149773243
1167	-0.149773243
1168	-0.149773243
1169	-0.149773243
1170	-0.149773243
1171	-0.149773243
1172	-0.149773243
1173	-0.149773243
1174	-0.149773243
1175	-0.149773243
1176	-0.149773243
1177	-0.149773243
1178	-0.149773243
1179	-0.149773243
1180	-0.149773243
1181	-0.149773243
1182	-0.149773243
1183	-0.149773243
1184	-0.149773243
1185	-0.149773243
1186	-0.149773243
1187	-0.149773243
1188	-0.149773243
1189	-0.149773243
1190	-0.149773243
1191	-0.149773243
1192	-0.149773243
1193	-0.149773243
1194	-0.149773243
1195	-0.149773243
1196	-0.149773243
1197	-0.149773243
1198	-0.149773243
1199	-0.149773243
1200	-0.149773243
1201	-0.149773243
1202	-0.149773243
1203	-0.149773243
1204	-0.149773243
1205	-0.149773243
1206	-0.149773243
1207	-0.149773243
1208	-0.149773243
1209	-0.149773243
1210	-0.149773243
1211	-0.149773243
1212	-0.149773243
1213	-0.149773243
1214	-0.149773243
1215	-0.149773243
1216	-0.149773243
1217	-0.149773243
1218	-0.149773243
1219	-0.149773243
1220	-0.149773243
1221	-0.149773243
1222	-0.149773243
1223	-0.149773243
1224	-0.149773243
1225	-0.149773243
1226	-0.149773243
1227	-0.149773243
1228	-0.149773243
1229	-0.149773243
1230	-0.149773243
1231	-0.149773243
1232	-0.149773243
1233	-0.149773243
1234	-0.149773243
1235	-0.149773243
1236	-0.149773243
1237	-0.149773243
1238	-0.149773243
1239	-0.149773243
1240	-0.149773243
1241	-0.149773243
1242	-0.149773243
1243	-0.149773243
1244	-0.149773243
1245	-0.149773243
1246	-0.149773243
1247	-0.149773243
1248	-0.149773243
1249	-0.149773243
1250	-0.149773243
1251	-0.149773243
1252	-0.149773243
1253	-0.149773243
1254	-0.149773243
1255	-0.149773243
1256	-0.149773243
1257	-0.149773243
1258	-0.149773243
1259	-0.149773243
1260	-0.149773243
1261	-0.149773243
1262	-0.149773243
1263	-0.149773243
1264	-0.149773243
1265	-0.149773243
1266	-0.149773243
1267	-0.149773243
1268	-0.149773243
1269	-0.149773243
1270	-0.149773243
1271	-0.149773243
1272	-0.149773243
1273	-0.149773243
1274	-0.149773243
1275	-0.149773243
1276	-0.149773243
1277	-0.149773243
1278	-0.149773243
1279	-0.149773243
1280	-0.149773243
1281	-0.149773243
1282	-0.149773243
1283	-0.149773243
1284	-0.149773243
1285	-0.149773243
1286	-0.149773243
1287	-0.149773243
1288	-0.149773243
1289	-0.149773243
1290	-0.149773243
1291	-0.149773243
1292	-0.149773243
1293	-0.149773243
1294	-0.149773243
1295	-0.149773243
1296	-0.149773243
1297	-0.149773243
1298	-0.149773243
1299	-0.149773243
1300	-0.149773243
1301	-0.149773243
1302	-0.149773243
1303	-0.149773243
1304	-0.149773243
1305	-0.149773243
1306	-0.149773243
1307	-0.149773243
1308	-0.149773243
1309	-0.149773243
1310	-0.149773243
1311	-0.149773243
1312	-0.149773243
1313	-0.149773243
1314	-0.149773243
1315	-0.149773243
1316	-0.149773243
1317	-0.149773243
1318	-0.149773243
1319	-0.149773243
1320	-0.149773243
1321	-0.149773243
1322	-0.149773243
1323	-0.149773243
1324	-0.149773243
1325	-0.149773243
1326	-0.149773243
1327	-0.149773243
1328	-0.149773243
1329	-0.149773243
1330	-0.149773243
1331	-0.149773243
1332	-0.149773243
1333	-0.149773243
1334	-0.149773243
1335	-0.149773243
1336	-0.149773243
1337	-0.149773243
1338	-0.149773243
1339	-0.149773243
1340	-0.149773243
1341	-0.149773243
1342	-0.149773243
1343	-0.149773243
1344	-0.149773243
1345	-0.149773243
1346	-0.149773243
1347	-0.149773243
1348	-0.149773243
1349	-0.149773243
1350	-0.149773243
1351	-0.149773243
1352	-0.149773243
1353	-0.149773243
1354	-0.149773243
1355	-0.149773243
1356	-0.149773243
1357	-0.149773243
1358	-0.149773243
1359	-0.149773243
1360	-0.149773243
1361	-0.149773243
1362	-0.149773243
1363	-0.149773243
1364	-0.149773243
1365	-0.149773243
1366	-0.149773243
1367	-0.149773243
1368	-0.149773243
1369	-0.149773243
1370	-0.149773243
1371	-0.149773243
1372	-0.149773243
1373	-0.149773243
1374	-0.149773243
1375	-0.149773243
1376	-0.149773243
1377	-0.149773243
1378	-0.149773243
1379	-0.149773243
1380	-0.149773243
1381	-0.149773243
1382	-0.149773243
1383	-0.149773243
1384	-0.149773243
1385	-0.149773243
1386	-0.149773243
1387	-0.149773243
1388	-0.149773243
1389	-0.149773243
1390	-0.149773243
1391	-0.149773243
1392	-0.149773243
1393	-0.149773243
1394	-0.149773243
1395	-0.149773243
1396	-0.149773243
1397	-0.149773243
1398	-0.149773243
1399	-0.149773243
1400	-0.149773243
1401	-0.149773243
1402	-0.149773243
1403	-0.149773243
1404	-0.149773243
1405	-0.149773243
1406	-0.149773243
1407	-0.149773243
1408	-0.149773243
1409	-0.149773243
1410	-0.149773243
1411	-0.149773243
1412	-0.149773243
1413	-0.149773243
1414	-0.149773243
1415	-0.149773243
1416	-0.149773243
1417	-0.149773243
1418	-0.149773243
1419	-0.149773243
1420	-0.149773243
1421	-0.149773243
1422	-0.149773243
1423	-0.149773243
1424	-0.149773243
1425	-0.149773243
1426	-0.149773243
1427	-0.149773243
1428	-0.149773243
1429	-0.149773243
1430	-0.149773243
1431	-0.149773243
1432	-0.149773243
1433	-0.149773243
1434	-0.149773243
1435	-0.149773243
1436	-0.149773243
1437	-0.149773243
1438	-0.149773243
1439	-0.149773243
1440	-0.149773243
1441	-0.149773243
1442	-0.149773243
1443	-0.149773243
1444	-0.149773243
1445	-0.149773243
1446	-0.149773243
1447	-0.149773243
1448	-0.149773243
1449	-0.149773243
1450	-0.149773243
1451	-0.149773243
1452	-0.149773243
1453	-0.149773243
1454	-0.149773243
1455	-0.149773243
1456	-0.149773243
1457	-0.149773243
1458	-0.149773243
1459	-0.149773243
1460	-0.149773243
1461	-0.149773243
1462	-0.149773243
1463	-0.149773243
1464	-0.149773243
1465	-0.149773243
1466	-0.149773243
1467	-0.149773243
1468	-0.149773243
1469	-0.149773243
1470	-0.149773243
1471	-0.149773243
1472	-0.149773243
1473	-0.149773243
1474	-0.149773243
1475	-0.149773243
1476	-0.149773243
1477	-0.149773243
1478	-0.149773243
1479	-0.149773243
1480	-0.149773243
1481	-0.149773243
1482	-0.149773243
1483	-0.149773243
1484	-0.149773243
1485	-0.149773243
1486	-0.149773243
1487	-0.149773243
1488	-0.149773243
1489	-0.149773243
1490	-0.149773243
1491	-0.149773243
1492	-0.149773243
1493	-0.149773243
1494	-0.149773243
1495	-0.149773243
1496	-0.149773243
